Loan,Alpha_CH,Alpha_EU,Alpha_US
ABC1068,0.57,0,0
ABC1069,0.34,0,0
ABC1070,0.27,0,0
ABC1071,0.75,0,0
ABC1072,0.44,0,0
ABC1073,0.34,0,0
ABC1074,0.56,0,0
ABC1075,0.7,0,0
ABC1076,0.48,0,0
ABC1077,0.53,0,0
ABC1078,0.29,0,0
ABC1079,0.4,0,0
ABC1080,0.54,0,0
ABC1081,0.59,0,0
ABC1082,0.26,0,0
ABC1083,0.42,0,0
ABC1084,0.78,0,0
ABC1085,0.57,0,0
ABC1086,0.47,0,0
ABC1087,0.56,0,0
ABC1088,0.56,0,0
ABC1089,0.57,0,0
ABC1090,0.73,0,0
ABC1091,0.79,0,0
ABC1092,0.59,0,0
ABC1093,0.73,0,0
ABC1094,0.24,0,0
ABC1095,0.5,0,0
ABC1096,0.6,0,0
ABC1097,0.4,0,0
ABC1098,0.69,0,0
ABC1099,0.74,0,0
ABC1100,0.21,0,0
ABC1101,0.32,0,0
ABC1102,0.6,0,0
ABC1103,0.74,0,0
ABC1104,0.23,0,0
ABC1105,0.27,0,0
ABC1106,0.34,0,0
ABC1107,0.66,0,0
ABC1108,0.49,0,0
ABC1109,0.23,0,0
ABC1110,0.31,0,0
ABC1111,0.3,0,0
ABC1112,0.54,0,0
ABC1113,0.6,0,0
ABC1114,0.67,0,0
ABC1115,0.53,0,0
ABC1116,0.58,0,0
ABC1117,0.74,0,0
ABC1118,0.64,0,0
ABC1119,0.25,0,0
ABC1120,0.42,0,0
ABC1121,0.47,0,0
ABC1122,0.44,0,0
ABC1123,0.42,0,0
ABC1124,0.49,0,0
ABC1125,0.58,0,0
ABC1126,0.72,0,0
ABC1127,0.59,0,0
ABC1128,0.56,0,0
ABC1129,0.38,0,0
ABC1130,0.32,0,0
ABC1131,0.63,0,0
ABC1132,0.65,0,0
ABC1133,0.63,0,0
ABC1134,0.75,0,0
ABC1135,0.66,0,0
ABC1136,0.7,0,0
ABC1137,0.22,0,0
ABC1138,0.3,0,0
ABC1139,0.79,0,0
ABC1140,0.61,0,0
ABC1141,0.7,0,0
ABC1142,0.72,0,0
ABC1143,0.59,0,0
ABC1144,0.55,0,0
ABC1145,0.22,0,0
ABC1146,0.26,0,0
ABC1147,0.65,0,0
ABC1148,0.6,0,0
ABC1149,0.27,0,0
ABC1150,0.47,0,0
ABC1151,0.8,0,0
ABC1152,0.52,0,0
ABC1153,0.52,0,0
ABC1154,0.43,0,0
ABC1155,0.31,0,0
ABC1156,0.75,0,0
ABC1157,0.43,0,0
ABC1158,0.33,0,0
ABC1159,0.62,0,0
ABC1160,0.47,0,0
ABC1161,0.35,0,0
ABC1162,0.39,0,0
ABC1163,0.65,0,0
ABC1164,0.3,0,0
ABC1165,0.71,0,0
ABC1166,0.25,0,0
ABC1167,0.46,0,0
ABC1168,0.57,0,0
ABC1169,0.52,0,0
ABC1170,0.6,0,0
ABC1171,0.72,0,0
ABC1172,0.69,0,0
ABC1173,0.3,0,0
ABC1174,0.44,0,0
ABC1175,0.54,0,0
ABC1176,0.21,0,0
ABC1177,0.63,0,0
ABC1178,0.59,0,0
ABC1179,0.72,0,0
ABC1180,0.71,0,0
ABC1181,0.7,0,0
ABC1182,0.77,0,0
ABC1183,0.72,0,0
ABC1184,0.24,0,0
ABC1185,0.51,0,0
ABC1186,0.27,0,0
ABC1187,0.67,0,0
ABC1188,0.76,0,0
ABC1189,0.42,0,0
ABC1190,0.54,0,0
ABC1191,0.28,0,0
ABC1192,0.74,0,0
ABC1193,0.34,0,0
ABC1194,0.27,0,0
ABC1195,0.54,0,0
ABC1196,0.43,0,0
ABC1197,0.62,0,0
ABC1198,0.7,0,0
ABC1199,0.28,0,0
ABC1200,0.58,0,0
ABC1201,0.35,0,0
ABC1202,0.52,0,0
ABC1203,0.53,0,0
ABC1204,0.7,0,0
ABC1205,0.54,0,0
ABC1206,0.78,0,0
ABC1207,0.65,0,0
ABC1208,0.59,0,0
ABC1209,0.72,0,0
ABC1210,0.41,0,0
ABC1211,0.6,0,0
ABC1212,0.36,0,0
ABC1213,0.36,0,0
ABC1214,0.69,0,0
ABC1215,0.46,0,0
ABC1216,0.28,0,0
ABC1217,0.73,0,0
ABC1218,0.57,0,0
ABC1219,0.61,0,0
ABC1220,0.37,0,0
ABC1221,0.66,0,0
ABC1222,0.36,0,0
ABC1223,0.53,0,0
ABC1224,0.57,0,0
ABC1225,0.38,0,0
ABC1226,0.47,0,0
ABC1227,0.31,0,0
ABC1228,0.22,0,0
ABC1229,0.45,0,0
ABC1230,0.62,0,0
ABC1231,0.29,0,0
ABC1232,0.29,0,0
ABC1233,0.72,0,0
ABC1234,0.7,0,0
ABC1235,0.48,0,0
ABC1236,0.46,0,0
ABC1237,0.7,0,0
ABC1238,0.37,0,0
ABC1239,0.78,0,0
ABC1240,0.52,0,0
ABC1241,0.66,0,0
ABC1242,0.32,0,0
ABC1243,0.71,0,0
ABC1244,0.7,0,0
ABC1245,0.39,0,0
ABC1246,0.53,0,0
ABC1247,0.27,0,0
ABC1248,0.53,0,0
ABC1249,0.63,0,0
ABC1250,0.71,0,0
ABC1251,0.71,0,0
ABC1252,0.37,0,0
ABC1253,0.35,0,0
ABC1254,0.39,0,0
ABC1255,0.46,0,0
ABC1256,0.49,0,0
ABC1257,0.68,0,0
ABC1258,0.23,0,0
ABC1259,0.32,0,0
ABC1260,0.72,0,0
ABC1261,0.33,0,0
ABC1262,0.39,0,0
ABC1263,0.4,0,0
ABC1264,0.38,0,0
ABC1265,0.58,0,0
ABC1266,0.42,0,0
ABC1267,0.49,0,0
ABC1268,0.76,0,0
ABC1269,0.42,0,0
ABC1270,0.26,0,0
ABC1271,0.75,0,0
ABC1272,0.68,0,0
ABC1273,0.79,0,0
ABC1274,0.41,0,0
ABC1275,0.66,0,0
ABC1276,0.33,0,0
ABC1277,0.62,0,0
ABC1278,0.3,0,0
ABC1279,0.42,0,0
ABC1280,0.65,0,0
ABC1281,0.63,0,0
ABC1282,0.39,0,0
ABC1283,0.33,0,0
ABC1284,0.37,0,0
ABC1285,0.34,0,0
ABC1286,0.76,0,0
ABC1287,0.63,0,0
ABC1288,0.22,0,0
ABC1289,0.27,0,0
ABC1290,0.34,0,0
ABC1291,0.56,0,0
ABC1292,0.34,0,0
ABC1293,0.28,0,0
ABC1294,0.53,0,0
ABC1295,0.56,0,0
ABC1296,0.26,0,0
ABC1297,0.25,0,0
ABC1298,0.58,0,0
ABC1299,0.49,0,0
ABC1300,0.7,0,0
ABC1301,0.38,0,0
ABC1302,0.71,0,0
ABC1303,0.73,0,0
ABC1304,0.55,0,0
ABC1305,0.45,0,0
ABC1306,0.46,0,0
ABC1307,0.72,0,0
ABC1308,0.3,0,0
ABC1309,0.34,0,0
ABC1310,0.64,0,0
ABC1311,0.61,0,0
ABC1312,0.69,0,0
ABC1313,0.34,0,0
ABC1314,0.63,0,0
ABC1315,0.45,0,0
ABC1316,0.23,0,0
ABC1317,0.7,0,0
ABC1318,0.23,0,0
ABC1319,0.37,0,0
ABC1320,0.57,0,0
ABC1321,0.65,0,0
ABC1322,0.64,0,0
ABC1323,0.64,0,0
ABC1324,0.63,0,0
ABC1325,0.61,0,0
ABC1326,0.63,0,0
ABC1327,0.46,0,0
ABC1328,0.53,0,0
ABC1329,0.77,0,0
ABC1330,0.52,0,0
ABC1331,0.67,0,0
ABC1332,0.46,0,0
ABC1333,0.69,0,0
ABC1334,0.68,0,0
ABC1335,0.36,0,0
ABC1336,0.62,0,0
ABC1337,0.62,0,0
ABC1338,0.2,0,0
ABC1339,0.73,0,0
ABC1340,0.7,0,0
ABC1341,0.63,0,0
ABC1342,0.57,0,0
ABC1343,0.62,0,0
ABC1344,0.24,0,0
ABC1345,0.6,0,0
ABC1346,0.23,0,0
ABC1347,0.5,0,0
ABC1348,0.7,0,0
ABC1349,0.39,0,0
ABC1350,0.6,0,0
ABC1351,0.43,0,0
ABC1352,0.71,0,0
ABC1353,0.72,0,0
ABC1354,0.31,0,0
ABC1355,0.53,0,0
ABC1356,0.53,0,0
ABC1357,0.43,0,0
ABC1358,0.8,0,0
ABC1359,0.32,0,0
ABC1360,0.31,0,0
ABC1361,0.49,0,0
ABC1362,0.62,0,0
ABC1363,0.57,0,0
ABC1364,0.62,0,0
ABC1365,0.76,0,0
ABC1366,0.52,0,0
ABC1367,0.26,0,0
ABC1368,0.32,0,0
ABC1369,0.6,0,0
ABC1370,0.46,0,0
ABC1371,0.21,0,0
ABC1372,0.3,0,0
ABC1373,0.53,0,0
ABC1374,0.39,0,0
ABC1375,0.46,0,0
ABC1376,0.68,0,0
ABC1377,0.39,0,0
ABC1378,0.24,0,0
ABC1379,0.71,0,0
ABC1380,0.53,0,0
ABC1381,0.76,0,0
ABC1382,0.68,0,0
ABC1383,0.24,0,0
ABC1384,0.58,0,0
ABC1385,0.64,0,0
ABC1386,0.79,0,0
ABC1387,0.35,0,0
ABC1388,0.68,0,0
ABC1389,0.46,0,0
ABC1390,0.3,0,0
ABC1391,0.54,0,0
ABC1392,0.51,0,0
ABC1393,0.3,0,0
ABC1394,0.36,0,0
ABC1395,0.77,0,0
ABC1396,0.42,0,0
ABC1397,0.22,0,0
ABC1398,0.62,0,0
ABC1399,0.37,0,0
ABC1400,0.7,0,0
ABC1401,0.52,0,0
ABC1402,0.45,0,0
ABC1403,0.55,0,0
ABC1404,0.4,0,0
ABC1405,0.46,0,0
ABC1406,0.53,0,0
ABC1407,0.46,0,0
ABC1408,0.4,0,0
ABC1409,0.66,0,0
ABC1410,0.38,0,0
ABC1411,0.7,0,0
ABC1412,0.75,0,0
ABC1413,0.34,0,0
ABC1414,0.6,0,0
ABC1415,0.78,0,0
ABC1416,0.67,0,0
ABC1417,0.38,0,0
ABC1418,0.65,0,0
ABC1419,0.74,0,0
ABC1420,0.35,0,0
ABC1421,0.35,0,0
ABC1422,0.21,0,0
ABC1423,0.27,0,0
ABC1424,0.47,0,0
ABC1425,0.53,0,0
ABC1426,0.21,0,0
ABC1427,0.75,0,0
ABC1428,0.44,0,0
ABC1429,0.36,0,0
ABC1430,0.5,0,0
ABC1431,0.7,0,0
ABC1432,0.73,0,0
ABC1433,0.72,0,0
ABC1434,0.73,0,0
ABC1435,0.23,0,0
ABC1436,0.56,0,0
ABC1437,0.55,0,0
ABC1438,0.29,0,0
ABC1439,0.53,0,0
ABC1440,0.57,0,0
ABC1441,0.8,0,0
ABC1442,0.58,0,0
ABC1443,0.37,0,0
ABC1444,0.27,0,0
ABC1445,0.22,0,0
ABC1446,0.58,0,0
ABC1447,0.41,0,0
ABC1448,0.49,0,0
ABC1449,0.28,0,0
ABC1450,0.32,0,0
ABC1451,0.22,0,0
ABC1452,0.41,0,0
ABC1453,0.47,0,0
ABC1454,0.49,0,0
ABC1455,0.25,0,0
ABC1456,0.54,0,0
ABC1457,0.57,0,0
ABC1458,0.37,0,0
ABC1459,0.21,0,0
ABC1460,0.3,0,0
ABC1461,0.21,0,0
ABC1462,0.58,0,0
ABC1463,0.23,0,0
ABC1464,0.79,0,0
ABC1465,0.4,0,0
ABC1466,0.67,0,0
ABC1467,0.78,0,0
ABC1468,0.21,0,0
ABC1469,0.43,0,0
ABC1470,0.22,0,0
ABC1471,0.61,0,0
ABC1472,0.34,0,0
ABC1473,0.71,0,0
ABC1474,0.37,0,0
ABC1475,0.33,0,0
ABC1476,0.28,0,0
ABC1477,0.6,0,0
ABC1478,0.6,0,0
ABC1479,0.47,0,0
ABC1480,0.45,0,0
ABC1481,0.59,0,0
ABC1482,0.28,0,0
ABC1483,0.65,0,0
ABC1484,0.52,0,0
ABC1485,0.42,0,0
ABC1486,0.53,0,0
ABC1487,0.4,0,0
ABC1488,0.6,0,0
ABC1489,0.53,0,0
ABC1490,0.38,0,0
ABC1491,0.56,0,0
ABC1492,0.23,0,0
ABC1493,0.63,0,0
ABC1494,0.68,0,0
ABC1495,0.38,0,0
ABC1496,0.65,0,0
ABC1497,0.68,0,0
ABC1498,0.24,0,0
ABC1499,0.67,0,0
ABC1500,0.39,0,0
ABC1501,0.69,0,0
ABC1502,0.22,0,0
ABC1503,0.37,0,0
ABC1504,0.46,0,0
ABC1505,0.27,0,0
ABC1506,0.59,0,0
ABC1507,0.26,0,0
ABC1508,0.23,0,0
ABC1509,0.51,0,0
ABC1510,0.75,0,0
ABC1511,0.3,0,0
ABC1512,0.58,0,0
ABC1513,0.49,0,0
ABC1514,0.29,0,0
ABC1515,0.44,0,0
ABC1516,0.73,0,0
ABC1517,0.28,0,0
ABC1518,0.5,0,0
ABC1519,0.43,0,0
ABC1520,0.48,0,0
ABC1521,0.29,0,0
ABC1522,0.72,0,0
ABC1523,0.32,0,0
ABC1524,0.26,0,0
ABC1525,0.51,0,0
ABC1526,0.46,0,0
ABC1527,0.61,0,0
ABC1528,0.48,0,0
ABC1529,0.72,0,0
ABC1530,0.36,0,0
ABC1531,0.48,0,0
ABC1532,0.78,0,0
ABC1533,0.26,0,0
ABC1534,0.34,0,0
ABC1535,0.49,0,0
ABC1536,0.74,0,0
ABC1537,0.32,0,0
ABC1538,0.27,0,0
ABC1539,0.22,0,0
ABC1540,0.42,0,0
ABC1541,0.54,0,0
ABC1542,0.73,0,0
ABC1543,0.26,0,0
ABC1544,0.28,0,0
ABC1545,0.52,0,0
ABC1546,0.38,0,0
ABC1547,0.21,0,0
ABC1548,0.55,0,0
ABC1549,0.78,0,0
ABC1550,0.61,0,0
ABC1551,0.23,0,0
ABC1552,0.43,0,0
ABC1553,0.6,0,0
ABC1554,0.49,0,0
ABC1555,0.67,0,0
ABC1556,0.32,0,0
ABC1557,0.42,0,0
ABC1558,0.58,0,0
ABC1559,0.3,0,0
ABC1560,0.69,0,0
ABC1561,0.53,0,0
ABC1562,0.45,0,0
ABC1563,0.33,0,0
ABC1564,0.66,0,0
ABC1565,0.61,0,0
ABC1566,0.54,0,0
ABC1567,0.52,0,0
ABC1568,0.21,0,0
ABC1569,0.55,0,0
ABC1570,0.64,0,0
ABC1571,0.53,0,0
ABC1572,0.57,0,0
ABC1573,0.35,0,0
ABC1574,0.67,0,0
ABC1575,0.49,0,0
ABC1576,0.31,0,0
ABC1577,0.21,0,0
ABC1578,0.56,0,0
ABC1579,0.52,0,0
ABC1580,0.35,0,0
ABC1581,0.63,0,0
ABC1582,0.72,0,0
ABC1583,0.7,0,0
ABC1584,0.37,0,0
ABC1585,0.61,0,0
ABC1586,0.7,0,0
ABC1587,0.47,0,0
ABC1588,0.56,0,0
ABC1589,0.42,0,0
ABC1590,0.22,0,0
ABC1591,0.25,0,0
ABC1592,0.75,0,0
ABC1593,0.52,0,0
ABC1594,0.59,0,0
ABC1595,0.67,0,0
ABC1596,0.33,0,0
ABC1597,0.75,0,0
ABC1598,0.51,0,0
ABC1599,0.27,0,0
ABC1600,0.73,0,0
ABC1601,0.38,0,0
ABC1602,0.73,0,0
ABC1603,0.58,0,0
ABC1604,0.27,0,0
ABC1605,0.33,0,0
ABC1606,0.78,0,0
ABC1607,0.47,0,0
ABC1608,0.24,0,0
ABC1609,0.35,0,0
ABC1610,0.5,0,0
ABC1611,0.32,0,0
ABC1612,0.57,0,0
ABC1613,0.8,0,0
ABC1614,0.46,0,0
ABC1615,0.24,0,0
ABC1616,0.48,0,0
ABC1617,0.31,0,0
ABC1618,0.24,0,0
ABC1619,0.5,0,0
ABC1620,0.29,0,0
ABC1621,0.57,0,0
ABC1622,0.43,0,0
ABC1623,0.59,0,0
ABC1624,0.36,0,0
ABC1625,0.54,0,0
ABC1626,0.65,0,0
ABC1627,0.2,0,0
ABC1628,0.31,0,0
ABC1629,0.31,0,0
ABC1630,0.3,0,0
ABC1631,0.36,0,0
ABC1632,0.68,0,0
ABC1633,0.53,0,0
ABC1634,0.33,0,0
ABC1635,0.61,0,0
ABC1636,0.5,0,0
ABC1637,0.35,0,0
ABC1638,0.67,0,0
ABC1639,0.77,0,0
ABC1640,0.6,0,0
ABC1641,0.39,0,0
ABC1642,0.42,0,0
ABC1643,0.79,0,0
ABC1644,0.4,0,0
ABC1645,0.53,0,0
ABC1646,0.48,0,0
ABC1647,0.46,0,0
ABC1648,0.54,0,0
ABC1649,0.54,0,0
ABC1650,0.65,0,0
ABC1651,0.26,0,0
ABC1652,0.25,0,0
ABC1653,0.43,0,0
ABC1654,0.66,0,0
ABC1655,0.41,0,0
ABC1656,0.39,0,0
ABC1657,0.2,0,0
ABC1658,0.63,0,0
ABC1659,0.69,0,0
ABC1660,0.59,0,0
ABC1661,0.28,0,0
ABC1662,0.52,0,0
ABC1663,0.8,0,0
ABC1664,0.66,0,0
ABC1665,0.52,0,0
ABC1666,0.22,0,0
ABC1667,0.24,0,0
ABC1668,0.39,0,0
ABC1669,0.63,0,0
ABC1670,0.42,0,0
ABC1671,0.76,0,0
ABC1672,0.58,0,0
ABC1673,0.65,0,0
ABC1674,0.51,0,0
ABC1675,0.36,0,0
ABC1676,0.44,0,0
ABC1677,0.44,0,0
ABC1678,0.32,0,0
ABC1679,0.25,0,0
ABC1680,0.71,0,0
ABC1681,0.6,0,0
ABC1682,0.38,0,0
ABC1683,0.76,0,0
ABC1684,0.42,0,0
ABC1685,0.56,0,0
ABC1686,0.44,0,0
ABC1687,0.53,0,0
ABC1688,0.41,0,0
ABC1689,0.46,0,0
ABC1690,0.24,0,0
ABC1691,0.42,0,0
ABC1692,0.7,0,0
ABC1693,0.33,0,0
ABC1694,0.36,0,0
ABC1695,0.34,0,0
ABC1696,0.72,0,0
ABC1697,0.24,0,0
ABC1698,0.48,0,0
ABC1699,0.69,0,0
ABC1700,0.76,0,0
ABC1701,0.27,0,0
ABC1702,0.68,0,0
ABC1703,0.26,0,0
ABC1704,0.47,0,0
ABC1705,0.62,0,0
ABC1706,0.74,0,0
ABC1707,0.36,0,0
ABC1708,0.36,0,0
ABC1709,0.64,0,0
ABC1710,0.46,0,0
ABC1711,0.62,0,0
ABC1712,0.77,0,0
ABC1713,0.56,0,0
ABC1714,0.56,0,0
ABC1715,0.57,0,0
ABC1716,0.59,0,0
ABC1717,0.49,0,0
ABC1718,0.33,0,0
ABC1719,0.54,0,0
ABC1720,0.39,0,0
ABC1721,0.62,0,0
ABC1722,0.4,0,0
ABC1723,0.79,0,0
ABC1724,0.75,0,0
ABC1725,0.6,0,0
ABC1726,0.78,0,0
ABC1727,0.31,0,0
ABC1728,0.47,0,0
ABC1729,0.37,0,0
ABC1730,0.48,0,0
ABC1731,0.68,0,0
ABC1732,0.45,0,0
ABC1733,0.24,0,0
ABC1734,0.62,0,0
ABC1735,0.6,0,0
ABC1736,0.32,0,0
ABC1737,0.76,0,0
ABC1738,0.49,0,0
ABC1739,0.58,0,0
ABC1740,0.23,0,0
ABC1741,0.62,0,0
ABC1742,0.52,0,0
ABC1743,0.24,0,0
ABC1744,0.35,0,0
ABC1745,0.66,0,0
ABC1746,0.44,0,0
ABC1747,0.66,0,0
ABC1748,0.48,0,0
ABC1749,0.28,0,0
ABC1750,0.73,0,0
ABC1751,0.79,0,0
ABC1752,0.53,0,0
ABC1753,0.3,0,0
ABC1754,0.45,0,0
ABC1755,0.21,0,0
ABC1756,0.71,0,0
ABC1757,0.51,0,0
ABC1758,0.65,0,0
ABC1759,0.74,0,0
ABC1760,0.66,0,0
ABC1761,0.21,0,0
ABC1762,0.24,0,0
ABC1763,0.51,0,0
ABC1764,0.34,0,0
ABC1765,0.43,0,0
ABC1766,0.38,0,0
ABC1767,0.55,0,0
ABC1768,0.34,0,0
ABC1769,0.54,0,0
ABC1770,0.47,0,0
ABC1771,0.75,0,0
ABC1772,0.56,0,0
ABC1773,0.57,0,0
ABC1774,0.22,0,0
ABC1775,0.79,0,0
ABC1776,0.34,0,0
ABC1777,0.64,0,0
ABC1778,0.72,0,0
ABC1779,0.8,0,0
ABC1780,0.75,0,0
ABC1781,0.37,0,0
ABC1782,0.34,0,0
ABC1783,0.66,0,0
ABC1784,0.3,0,0
ABC1785,0.54,0,0
ABC1786,0.4,0,0
ABC1787,0.26,0,0
ABC1788,0.35,0,0
ABC1789,0.76,0,0
ABC1790,0.38,0,0
ABC1791,0.57,0,0
ABC1792,0.48,0,0
ABC1793,0.45,0,0
ABC1794,0.58,0,0
ABC1795,0.59,0,0
ABC1796,0.56,0,0
ABC1797,0.45,0,0
ABC1798,0.61,0,0
ABC1799,0.79,0,0
ABC1800,0.69,0,0
ABC1801,0.53,0,0
ABC1802,0.77,0,0
ABC1803,0.36,0,0
ABC1804,0.76,0,0
ABC1805,0.6,0,0
ABC1806,0.72,0,0
ABC1807,0.73,0,0
ABC1808,0.35,0,0
ABC1809,0.6,0,0
ABC1810,0.5,0,0
ABC1811,0.21,0,0
ABC1812,0.35,0,0
ABC1813,0.23,0,0
ABC1814,0.71,0,0
ABC1815,0.45,0,0
ABC1816,0.32,0,0
ABC1817,0.63,0,0
ABC1818,0.53,0,0
ABC1819,0.43,0,0
ABC1820,0.48,0,0
ABC1821,0.32,0,0
ABC1822,0.57,0,0
ABC1823,0.75,0,0
ABC1824,0.37,0,0
ABC1825,0.76,0,0
ABC1826,0.58,0,0
ABC1827,0.39,0,0
ABC1828,0.77,0,0
ABC1829,0.3,0,0
ABC1830,0.6,0,0
ABC1831,0.35,0,0
ABC1832,0.57,0,0
ABC1833,0.78,0,0
ABC1834,0.27,0,0
ABC1835,0.62,0,0
ABC1836,0.53,0,0
ABC1837,0.25,0,0
ABC1838,0.68,0,0
ABC1839,0.49,0,0
ABC1840,0.63,0,0
ABC1841,0.54,0,0
ABC1842,0.79,0,0
ABC1843,0.75,0,0
ABC1844,0.41,0,0
ABC1845,0.71,0,0
ABC1846,0.47,0,0
ABC1847,0.48,0,0
ABC1848,0.35,0,0
ABC1849,0.36,0,0
ABC1850,0.65,0,0
ABC1851,0.36,0,0
ABC1852,0.31,0,0
ABC1853,0.67,0,0
ABC1854,0.44,0,0
ABC1855,0.26,0,0
ABC1856,0.61,0,0
ABC1857,0.35,0,0
ABC1858,0.26,0,0
ABC1859,0.71,0,0
ABC1860,0.27,0,0
ABC1861,0.65,0,0
ABC1862,0.21,0,0
ABC1863,0.46,0,0
ABC1864,0.32,0,0
ABC1865,0.62,0,0
ABC1866,0.7,0,0
ABC1867,0.34,0,0
ABC1868,0.24,0,0
ABC1869,0.77,0,0
ABC1870,0.61,0,0
ABC1871,0.3,0,0
ABC1872,0.69,0,0
ABC1873,0.63,0,0
ABC1874,0.48,0,0
ABC1875,0.73,0,0
ABC1876,0.45,0,0
ABC1877,0.21,0,0
ABC1878,0.29,0,0
ABC1879,0.52,0,0
ABC1880,0.25,0,0
ABC1881,0.41,0,0
ABC1882,0.39,0,0
ABC1883,0.62,0,0
ABC1884,0.43,0,0
ABC1885,0.51,0,0
ABC1886,0.32,0,0
ABC1887,0.76,0,0
ABC1888,0.22,0,0
ABC1889,0.58,0,0
ABC1890,0.49,0,0
ABC1891,0.39,0,0
ABC1892,0.34,0,0
ABC1893,0.51,0,0
ABC1894,0.3,0,0
ABC1895,0.48,0,0
ABC1896,0.23,0,0
ABC1897,0.58,0,0
ABC1898,0.68,0,0
ABC1899,0.43,0,0
ABC1900,0.27,0,0
ABC1901,0.61,0,0
ABC1902,0.42,0,0
ABC1903,0.21,0,0
ABC1904,0.25,0,0
ABC1905,0.53,0,0
ABC1906,0.77,0,0
ABC1907,0.21,0,0
ABC1908,0.37,0,0
ABC1909,0.25,0,0
ABC1910,0.61,0,0
ABC1911,0.63,0,0
ABC1912,0.69,0,0
ABC1913,0.7,0,0
ABC1914,0.66,0,0
ABC1915,0.56,0,0
ABC1916,0.76,0,0
ABC1917,0.39,0,0
ABC1918,0.38,0,0
ABC1919,0.58,0,0
ABC1920,0.69,0,0
ABC1921,0.6,0,0
ABC1922,0.39,0,0
ABC1923,0.58,0,0
ABC1924,0.74,0,0
ABC1925,0.55,0,0
ABC1926,0.44,0,0
ABC1927,0.72,0,0
ABC1928,0.2,0,0
ABC1929,0.6,0,0
ABC1930,0.56,0,0
ABC1931,0.45,0,0
ABC1932,0.23,0,0
ABC1933,0.35,0,0
ABC1934,0.42,0,0
ABC1935,0.63,0,0
ABC1936,0.73,0,0
ABC1937,0.41,0,0
ABC1938,0.59,0,0
ABC1939,0.41,0,0
ABC1940,0.8,0,0
ABC1941,0.72,0,0
ABC1942,0.35,0,0
ABC1943,0.7,0,0
ABC1944,0.75,0,0
ABC1945,0.5,0,0
ABC1946,0.56,0,0
ABC1947,0.61,0,0
ABC1948,0.44,0,0
ABC1949,0.62,0,0
ABC1950,0.28,0,0
ABC1951,0.32,0,0
ABC1952,0.63,0,0
ABC1953,0.72,0,0
ABC1954,0.55,0,0
ABC1955,0.48,0,0
ABC1956,0.33,0,0
ABC1957,0.78,0,0
ABC1958,0.53,0,0
ABC1959,0.64,0,0
ABC1960,0.62,0,0
ABC1961,0.44,0,0
ABC1962,0.3,0,0
ABC1963,0.27,0,0
ABC1964,0.75,0,0
ABC1965,0.4,0,0
ABC1966,0.78,0,0
ABC1967,0.34,0,0
ABC1968,0.7,0,0
ABC1969,0.21,0,0
ABC1970,0.21,0,0
ABC1971,0.53,0,0
ABC1972,0.61,0,0
ABC1973,0.67,0,0
ABC1974,0.23,0,0
ABC1975,0.41,0,0
ABC1976,0.52,0,0
ABC1977,0.39,0,0
ABC1978,0.29,0,0
ABC1979,0.75,0,0
ABC1980,0.45,0,0
ABC1981,0.38,0,0
ABC1982,0.38,0,0
ABC1983,0.65,0,0
ABC1984,0.6,0,0
ABC1985,0.33,0,0
ABC1986,0.26,0,0
ABC1987,0.54,0,0
ABC1988,0.65,0,0
ABC1989,0.52,0,0
ABC1990,0.38,0,0
ABC1991,0.62,0,0
ABC1992,0.35,0,0
ABC1993,0.59,0,0
ABC1994,0.32,0,0
ABC1995,0.61,0,0
ABC1996,0.32,0,0
ABC1997,0.47,0,0
ABC1998,0.39,0,0
ABC1999,0.8,0,0
ABC2000,0.66,0,0
ABC2001,0.53,0,0
ABC2002,0.53,0,0
ABC2003,0.29,0,0
ABC2004,0.73,0,0
ABC2005,0.75,0,0
ABC2006,0.52,0,0
ABC2007,0.65,0,0
ABC2008,0.56,0,0
ABC2009,0.61,0,0
ABC2010,0.47,0,0
ABC2011,0.6,0,0
ABC2012,0.42,0,0
ABC2013,0.72,0,0
ABC2014,0.78,0,0
ABC2015,0.76,0,0
ABC2016,0.33,0,0
ABC2017,0.22,0,0
ABC2018,0.44,0,0
ABC2019,0.32,0,0
ABC2020,0.65,0,0
ABC2021,0.23,0,0
ABC2022,0.21,0,0
ABC2023,0.77,0,0
ABC2024,0.44,0,0
ABC2025,0.52,0,0
ABC2026,0.53,0,0
ABC2027,0.33,0,0
ABC2028,0.74,0,0
ABC2029,0.69,0,0
ABC2030,0.63,0,0
ABC2031,0.39,0,0
ABC2032,0.77,0,0
ABC2033,0.41,0,0
ABC2034,0.37,0,0
ABC2035,0.67,0,0
ABC2036,0.28,0,0
ABC2037,0.64,0,0
ABC2038,0.71,0,0
ABC2039,0.3,0,0
ABC2040,0.68,0,0
ABC2041,0.59,0,0
ABC2042,0.72,0,0
ABC2043,0.51,0,0
ABC2044,0.75,0,0
ABC2045,0.45,0,0
ABC2046,0.42,0,0
ABC2047,0.28,0,0
ABC2048,0.57,0,0
ABC2049,0.49,0,0
ABC2050,0.4,0,0
ABC2051,0.43,0,0
ABC2052,0.64,0,0
ABC2053,0.72,0,0
ABC2054,0.78,0,0
ABC2055,0.6,0,0
ABC2056,0.28,0,0
ABC2057,0.61,0,0
ABC2058,0.5,0,0
ABC2059,0.26,0,0
ABC2060,0.77,0,0
ABC2061,0.32,0,0
ABC2062,0.29,0,0
ABC2063,0.35,0,0
ABC2064,0.5,0,0
ABC2065,0.69,0,0
