Loan,Region,Rating,EAD,LGD
ABC693,CH,BBB,23030.63,0.2
ABC694,CH,BBB,164187.79,0.2
ABC695,CH,BBB,59128.74,0.2
ABC696,CH,BBB,49198.88,0.2
ABC697,CH,BBB,168002.23,0.2
ABC698,CH,A,52234.98,0.2
ABC699,CH,BB,25408.3,0.2
ABC700,CH,BBB,14927.12,0.2
ABC701,CH,BBB,7191.96,0.2
ABC702,CH,BBB,64790.41,0.2
ABC703,CH,BB,1080.62,0.2
ABC704,CH,BBB,12594.57,0.2
ABC705,CH,BB,1453.63,0.2
ABC706,CH,BBB,60006.52,0.2
ABC707,CH,AA,481817.81,0.2
ABC708,CH,BB,486325.71,0.2
ABC709,CH,BB,105627.46,0.2
ABC710,CH,BBB,194597.78,0.2
ABC711,CH,A,44057.14,0.2
ABC712,CH,BBB,52593.62,0.2
ABC713,CH,BBB,81961.44,0.2
ABC714,CH,BBB,157610.34,0.2
ABC715,CH,BBB,68348.52,0.2
ABC716,CH,A,189112.23,0.2
ABC717,CH,AA,119991.59,0.2
ABC718,CH,BBB,8894.26,0.2
ABC719,CH,BBB,240549.82,0.2
ABC720,CH,BBB,39479.75,0.2
ABC721,CH,BBB,49631.01,0.2
ABC722,CH,A,134308.87,0.2
ABC723,CH,BB,93943.51,0.2
ABC724,CH,BBB,649403.8,0.2
ABC725,CH,BBB,80039.44,0.2
ABC726,CH,BBB,36395.01,0.2
ABC727,CH,BBB,21988.72,0.2
ABC728,CH,BBB,16948.58,0.2
ABC729,CH,BBB,59395.19,0.2
ABC730,CH,BB,77480.74,0.2
ABC731,CH,A,99217.87,0.2
ABC732,CH,BB,54403.72,0.2
ABC733,CH,A,84235.18,0.2
ABC734,CH,AA,17091.42,0.2
ABC735,CH,BBB,39298.1,0.2
ABC736,CH,BBB,44906.48,0.2
ABC737,CH,AA,103509.72,0.2
ABC738,CH,AA,57029.62,0.2
ABC739,CH,BBB,128939.72,0.2
ABC740,CH,BBB,140765.57,0.2
ABC741,CH,A,87662.09,0.2
ABC742,CH,A,465657.62,0.2
ABC743,CH,A,199562.86,0.2
ABC744,CH,BB,29628.16,0.2
ABC745,CH,BBB,8599.33,0.2
ABC746,CH,B,186367.27,0.2
ABC747,CH,BBB,35561.11,0.2
ABC748,CH,BBB,98862.71,0.2
ABC749,CH,BB,107496.28,0.2
ABC750,CH,BBB,266190.11,0.2
ABC751,CH,A,116468.1,0.2
ABC752,CH,BB,85257.55,0.2
ABC753,CH,BB,8388.28,0.2
ABC754,CH,BBB,76411.96,0.2
ABC755,CH,BBB,22772.95,0.2
ABC756,CH,A,84277.42,0.2
ABC757,CH,A,174014.06,0.2
ABC758,CH,BB,113972.84,0.2
ABC759,CH,BBB,210840.7,0.2
ABC760,CH,BB,1447.51,0.2
ABC761,CH,BB,118822.68,0.2
ABC762,CH,BB,44350.44,0.2
ABC763,CH,BBB,150977.44,0.2
ABC764,CH,B,219629.51,0.2
ABC765,CH,BBB,84542.91,0.2
ABC766,CH,BB,920.18,0.2
ABC767,CH,BBB,76460.98,0.2
ABC768,CH,BBB,123404.7,0.2
ABC769,CH,BB,200260.47,0.2
ABC770,CH,BBB,5778,0.2
ABC771,CH,A,243518.83,0.2
ABC772,CH,A,2305.26,0.2
ABC773,CH,BB,99687.95,0.2
ABC774,CH,BBB,14028.82,0.2
ABC775,CH,BB,5117.67,0.2
ABC776,CH,BB,177498.64,0.2
ABC777,CH,BBB,2794.42,0.2
ABC778,CH,BBB,51720.53,0.2
ABC779,CH,BBB,59953.04,0.2
ABC780,CH,A,128975.59,0.2
ABC781,CH,AA,165697.37,0.2
ABC782,CH,BBB,69480.85,0.2
ABC783,CH,BB,133700.93,0.2
ABC784,CH,BB,76262.67,0.2
ABC785,CH,BB,6398.85,0.2
ABC786,CH,BB,251440.58,0.2
ABC787,CH,BBB,26282.83,0.2
ABC788,CH,AA,26324.24,0.2
ABC789,CH,BBB,20576.26,0.2
ABC790,CH,A,22665.54,0.2
ABC791,CH,A,125412.4,0.2
ABC792,CH,BBB,113285.54,0.2
ABC793,CH,BB,138567.81,0.2
ABC794,CH,A,22637.86,0.2
ABC795,CH,AA,54574.79,0.2
ABC796,CH,BBB,187977.99,0.2
ABC797,CH,A,43339.51,0.2
ABC798,CH,BBB,16100.67,0.2
ABC799,CH,BBB,22876.24,0.2
ABC800,CH,A,136176.19,0.2
ABC801,CH,BBB,143855.48,0.2
ABC802,CH,BBB,116135.92,0.2
ABC803,CH,BBB,98679.29,0.2
ABC804,CH,BBB,14671.68,0.2
ABC805,CH,BB,331900.15,0.2
ABC806,CH,A,104276.49,0.2
ABC807,CH,A,54224.43,0.2
ABC808,CH,BBB,181192.3,0.2
ABC809,CH,BBB,11294.72,0.2
ABC810,CH,A,71964.77,0.2
ABC811,CH,AA,16051.06,0.2
ABC812,CH,BBB,103358.17,0.2
ABC813,CH,BBB,184431.18,0.2
ABC814,CH,BB,181102.42,0.2
ABC815,CH,A,139743.18,0.2
ABC816,CH,BBB,96485.06,0.2
ABC817,CH,BBB,60562.97,0.2
ABC818,CH,BBB,1314.79,0.2
ABC819,CH,BBB,38573.27,0.2
ABC820,CH,BB,78400.68,0.2
ABC821,CH,BB,166860.97,0.2
ABC822,CH,BBB,8116.05,0.2
ABC823,CH,BBB,61309.32,0.2
ABC824,CH,BB,14139.38,0.2
ABC825,CH,BBB,10524.51,0.2
ABC826,CH,BBB,104684.63,0.2
ABC827,CH,BBB,12976.62,0.2
ABC828,CH,BBB,227990.06,0.2
ABC829,CH,BBB,72033.1,0.2
ABC830,CH,BB,12902.94,0.2
ABC831,CH,A,97982.69,0.2
ABC832,CH,BBB,10091.67,0.2
ABC833,CH,BBB,180655.76,0.2
ABC834,CH,BBB,213338.86,0.2
ABC835,CH,BBB,42391.69,0.2
ABC836,CH,BBB,57109.83,0.2
ABC837,CH,BBB,37432.49,0.2
ABC838,CH,BB,64378.98,0.2
ABC839,CH,BB,26117.81,0.2
ABC840,CH,BBB,46767.99,0.2
ABC841,CH,A,58455.77,0.2
ABC842,CH,BBB,144449.32,0.2
ABC843,CH,BBB,111704.97,0.2
ABC844,CH,BB,73756.18,0.2
ABC845,CH,BB,66969.92,0.2
ABC846,CH,AA,4051.91,0.2
ABC847,CH,A,81814.83,0.2
ABC848,CH,BBB,89921.16,0.2
ABC849,CH,BBB,112003.07,0.2
ABC850,CH,BBB,374400.38,0.2
ABC851,CH,BB,17447.28,0.2
ABC852,CH,A,21522.04,0.2
ABC853,CH,BB,125004.85,0.2
ABC854,CH,BBB,214893.07,0.2
ABC855,CH,BBB,106149.36,0.2
ABC856,CH,BB,83269.55,0.2
ABC857,CH,A,143735.04,0.2
ABC858,CH,A,131263.44,0.2
ABC859,CH,BB,40909.3,0.2
ABC860,CH,BB,48607.85,0.2
ABC861,CH,A,7779.21,0.2
ABC862,CH,BBB,50476.25,0.2
ABC863,CH,BBB,14076.37,0.2
ABC864,CH,BBB,58112.03,0.2
ABC865,CH,A,106827.02,0.2
ABC866,CH,A,197012.37,0.2
ABC867,CH,AA,46218.53,0.2
ABC868,CH,A,156635.58,0.2
ABC869,CH,AA,50212.09,0.2
ABC870,CH,BB,2761.12,0.2
ABC871,CH,BB,261873.67,0.2
ABC872,CH,A,30545.59,0.2
ABC873,CH,BB,85060.48,0.2
ABC874,CH,B,324772.27,0.2
ABC875,CH,BBB,21273.02,0.2
ABC876,CH,BBB,58957.58,0.2
ABC877,CH,B,63443.71,0.2
ABC878,CH,BBB,10468.36,0.2
ABC879,CH,BBB,8300.94,0.2
ABC880,CH,BBB,57888.07,0.2
ABC881,CH,CCC,7902.13,0.2
ABC882,CH,BBB,72427.33,0.2
ABC883,CH,BBB,36904.34,0.2
ABC884,CH,A,62132.4,0.2
ABC885,CH,B,3704.95,0.2
ABC886,CH,A,245.06,0.2
ABC887,CH,BBB,7769.69,0.2
ABC888,CH,B,10277.39,0.2
ABC889,CH,B,45016.87,0.2
ABC890,CH,A,263965.22,0.2
ABC891,CH,A,183516.28,0.2
ABC892,CH,BBB,12906.99,0.2
ABC893,CH,BBB,7133.99,0.2
ABC894,CH,BB,77921.64,0.2
ABC895,CH,B,106711.32,0.2
ABC896,CH,BBB,179111.98,0.2
ABC897,CH,BBB,59053.36,0.2
ABC898,CH,BB,97748.78,0.2
ABC899,CH,BBB,12259.97,0.2
ABC900,CH,BBB,55217.85,0.2
ABC901,CH,BBB,59111.32,0.2
ABC902,CH,BB,203484.47,0.2
ABC903,CH,BB,396038.37,0.2
ABC904,CH,BBB,204131.51,0.2
ABC905,CH,BBB,69054.56,0.2
ABC906,CH,BB,61480.31,0.2
ABC907,CH,BB,44553.35,0.2
ABC908,CH,A,103379.6,0.2
ABC909,CH,BB,77369.95,0.2
ABC910,CH,A,54000.25,0.2
ABC911,CH,AA,133226.62,0.2
ABC912,CH,BB,83642.33,0.2
ABC913,CH,BBB,89010.5,0.2
ABC914,CH,BB,28332.26,0.2
ABC915,CH,A,12888.67,0.2
ABC916,CH,BB,31302.2,0.2
ABC917,CH,BBB,95037.58,0.2
ABC918,CH,A,66207.25,0.2
ABC919,CH,BB,64004.77,0.2
ABC920,CH,BB,20594.51,0.2
ABC921,CH,BBB,10786.22,0.2
ABC922,CH,BBB,121109.28,0.2
ABC923,CH,BBB,156218.53,0.2
ABC924,CH,BBB,84370.31,0.2
ABC925,CH,BBB,118275.02,0.2
ABC926,CH,BBB,83992.28,0.2
ABC927,CH,BBB,33963.8,0.2
ABC928,CH,BBB,48880.79,0.2
ABC929,CH,B,44068.15,0.2
ABC930,CH,AA,4671.08,0.2
ABC931,CH,AA,58136.24,0.2
ABC932,CH,BB,68280.4,0.2
ABC933,CH,BB,101086.67,0.2
ABC934,CH,BBB,77100.85,0.2
ABC935,CH,BB,526.25,0.2
ABC936,CH,BBB,72535.02,0.2
ABC937,CH,BBB,244184.5,0.2
ABC938,CH,A,81166.43,0.2
ABC939,CH,BBB,197234.73,0.2
ABC940,CH,BBB,284372.29,0.2
ABC941,CH,CCC,15174.8,0.2
ABC942,CH,A,74277.15,0.2
ABC943,CH,BBB,22090.97,0.2
ABC944,CH,BB,27250.63,0.2
ABC945,CH,BBB,375803.81,0.2
ABC946,CH,BB,21109.12,0.2
ABC947,CH,A,23991.39,0.2
ABC948,CH,BBB,155317.14,0.2
ABC949,CH,BBB,569500.43,0.2
ABC950,CH,BB,82306.46,0.2
ABC951,CH,BBB,271424.7,0.2
ABC952,CH,A,74173.92,0.2
ABC953,CH,BBB,22002.35,0.2
ABC954,CH,BB,5674.13,0.2
ABC955,CH,BBB,7917.35,0.2
ABC956,CH,A,349442.05,0.2
ABC957,CH,A,7963.4,0.2
ABC958,CH,BB,343680.87,0.2
ABC959,CH,A,57762.21,0.2
ABC960,CH,B,20239.53,0.2
ABC961,CH,A,71478.73,0.2
ABC962,CH,BBB,97774.85,0.2
ABC963,CH,BBB,146965.57,0.2
ABC964,CH,BBB,201813.74,0.2
ABC965,CH,BBB,333653.83,0.2
ABC966,CH,BBB,51351.24,0.2
ABC967,CH,BBB,63253.36,0.2
ABC968,CH,B,29403.15,0.2
ABC969,CH,A,22440.11,0.2
ABC970,CH,BB,322.88,0.2
ABC971,CH,BB,69655.27,0.2
ABC972,CH,BBB,25350.7,0.2
ABC973,CH,BB,48677.15,0.2
ABC974,CH,BBB,22170.79,0.2
ABC975,CH,BBB,12428.55,0.2
ABC976,CH,BBB,125499.27,0.2
ABC977,CH,BBB,46487.45,0.2
ABC978,CH,BB,214125.73,0.2
ABC979,CH,AA,127132.89,0.2
ABC980,CH,BB,37381.45,0.2
ABC981,CH,BBB,55626.31,0.2
ABC982,CH,A,36395.35,0.2
ABC983,CH,BBB,19654.73,0.2
ABC984,CH,A,54665.42,0.2
ABC985,CH,BB,25712.02,0.2
ABC986,CH,A,248664.23,0.2
ABC987,CH,BBB,55321.2,0.2
ABC988,CH,BBB,309814.21,0.2
ABC989,CH,A,166906.08,0.2
ABC990,CH,BBB,68414.35,0.2
ABC991,CH,A,288464.72,0.2
ABC992,CH,BB,191592.76,0.2
ABC993,CH,BB,159287.81,0.2
ABC994,CH,A,103404.1,0.2
ABC995,CH,A,58270.96,0.2
ABC996,CH,BB,161795.34,0.2
ABC997,CH,BBB,120877.53,0.2
ABC998,CH,A,41587.05,0.2
ABC999,CH,AA,17604.96,0.2
ABC1000,CH,BBB,167465.09,0.2
ABC1001,CH,BBB,140816.8,0.2
ABC1002,CH,A,9382.2,0.2
ABC1003,CH,BB,19065.73,0.2
ABC1004,CH,BB,25500.67,0.2
ABC1005,CH,BBB,346099.01,0.2
ABC1006,CH,BBB,60398.06,0.2
ABC1007,CH,BB,88154.34,0.2
ABC1008,CH,A,145431.22,0.2
ABC1009,CH,BBB,7799.95,0.2
ABC1010,CH,A,48282.31,0.2
ABC1011,CH,AA,44740.1,0.2
ABC1012,CH,BBB,317890.25,0.2
ABC1013,CH,B,123487.17,0.2
ABC1014,CH,A,11212.82,0.2
ABC1015,CH,A,73408.75,0.2
ABC1016,CH,A,37016.49,0.2
ABC1017,CH,BBB,12435.82,0.2
ABC1018,CH,BB,111165.57,0.2
ABC1019,CH,BBB,24323.6,0.2
ABC1020,CH,BBB,233307.19,0.2
ABC1021,CH,BBB,21909.97,0.2
ABC1022,CH,B,123476.94,0.2
ABC1023,CH,BBB,138726.12,0.2
ABC1024,CH,BBB,22234.52,0.2
ABC1025,CH,AA,64670.34,0.2
ABC1026,CH,A,139099.37,0.2
ABC1027,CH,A,67477.72,0.2
ABC1028,CH,BB,5140.95,0.2
ABC1029,CH,BBB,139860.9,0.2
ABC1030,CH,CCC,66419.87,0.2
ABC1031,CH,A,208065.12,0.2
ABC1032,CH,AA,78678.54,0.2
ABC1033,CH,A,19491.17,0.2
ABC1034,CH,BBB,49458.87,0.2
ABC1035,CH,BBB,123512.44,0.2
ABC1036,CH,BB,188868.19,0.2
ABC1037,CH,BBB,260906.02,0.2
ABC1038,CH,B,108719.02,0.2
ABC1039,CH,BB,56643.93,0.2
ABC1040,CH,A,206578.55,0.2
ABC1041,CH,A,31562.43,0.2
ABC1042,CH,BBB,2258.77,0.2
ABC1043,CH,BBB,18832.51,0.2
ABC1044,CH,BBB,126958.76,0.2
ABC1045,CH,BBB,76077.56,0.2
ABC1046,CH,BBB,32068.58,0.2
ABC1047,CH,A,17962.22,0.2
ABC1048,CH,A,316677.73,0.2
ABC1049,CH,BB,104005.15,0.2
ABC1050,CH,BBB,288317.58,0.2
ABC1051,CH,B,130397.24,0.2
ABC1052,CH,BBB,10496.62,0.2
ABC1053,CH,A,246284.12,0.2
ABC1054,CH,A,31640.35,0.2
ABC1055,CH,BBB,104124.34,0.2
ABC1056,CH,BBB,7132.3,0.2
ABC1057,CH,BBB,38274.65,0.2
ABC1058,CH,BBB,66402.15,0.2
ABC1059,CH,BB,213526.56,0.2
ABC1060,CH,BB,113301.02,0.2
ABC1061,CH,BB,14734.12,0.2
ABC1062,CH,BB,3054.67,0.2
ABC1063,CH,BB,12622.84,0.2
ABC1064,CH,BB,163620.22,0.2
ABC1065,CH,BBB,23924.55,0.2
ABC1066,CH,BBB,93394.09,0.2
ABC1067,CH,BBB,48699.13,0.2
ABC1068,CH,BBB,24853.58,0.2
ABC1069,CH,BB,72057.63,0.2
ABC1070,CH,BB,1613.37,0.2
ABC1071,CH,BBB,31655.35,0.2
ABC1072,CH,A,76323.73,0.2
ABC1073,CH,BBB,138910.16,0.2
ABC1074,CH,BB,26882.57,0.2
ABC1075,CH,B,77596.07,0.2
ABC1076,CH,A,104132.46,0.2
ABC1077,CH,BBB,13588.84,0.2
ABC1078,CH,BB,73869.67,0.2
ABC1079,CH,BBB,212164.03,0.2
ABC1080,CH,BBB,31279.23,0.2
ABC1081,CH,BBB,145230.87,0.2
ABC1082,CH,AA,255045.22,0.2
ABC1083,CH,BB,187226.1,0.2
ABC1084,CH,BBB,48587.82,0.2
ABC1085,CH,BBB,20065.31,0.2
ABC1086,CH,BB,23622.96,0.2
ABC1087,CH,BB,31977.2,0.2
ABC1088,CH,BBB,73230.43,0.2
ABC1089,CH,A,23779.13,0.2
ABC1090,CH,BBB,108545.2,0.2
ABC1091,CH,BB,41933.09,0.2
ABC1092,CH,B,187552.38,0.2
ABC1093,CH,A,81918.19,0.2
ABC1094,CH,BBB,214513.24,0.2
ABC1095,CH,BBB,28421.74,0.2
ABC1096,CH,BBB,19169.72,0.2
ABC1097,CH,BBB,266480.17,0.2
ABC1098,CH,BB,49715.48,0.2
ABC1099,CH,BBB,99189.65,0.2
ABC1100,CH,BB,118130.03,0.2
ABC1101,CH,AA,251780.73,0.2
ABC1102,CH,A,67390.42,0.2
ABC1103,CH,BBB,82148.1,0.2
ABC1104,CH,BB,261538.24,0.2
ABC1105,CH,BB,214216.79,0.2
ABC1106,CH,BBB,157697.31,0.2
ABC1107,CH,BB,54406.76,0.2
ABC1108,CH,BBB,253217.15,0.2
ABC1109,CH,A,30065.58,0.2
ABC1110,CH,BBB,20652.71,0.2
ABC1111,CH,BBB,191599.8,0.2
ABC1112,CH,BBB,73676.99,0.2
ABC1113,CH,BB,429041.91,0.2
ABC1114,CH,BBB,242008.35,0.2
ABC1115,CH,BB,30388.12,0.2
ABC1116,CH,BB,199261.47,0.2
ABC1117,CH,BBB,148965.94,0.2
ABC1118,CH,A,270935.25,0.2
ABC1119,CH,A,77985.62,0.2
ABC1120,CH,BBB,137190,0.2
ABC1121,CH,BB,82134.78,0.2
ABC1122,CH,BBB,2595.39,0.2
ABC1123,CH,BB,137167.7,0.2
ABC1124,CH,AA,48535.48,0.2
ABC1125,CH,BBB,114358.09,0.2
ABC1126,CH,BB,279428.68,0.2
ABC1127,CH,BB,43251.6,0.2
ABC1128,CH,BBB,48868.84,0.2
ABC1129,CH,A,68282.85,0.2
ABC1130,CH,BBB,271983.07,0.2
ABC1131,CH,BBB,201083.73,0.2
ABC1132,CH,BBB,8171.94,0.2
ABC1133,CH,BBB,93380.42,0.2
ABC1134,CH,BBB,5971.78,0.2
ABC1135,CH,AA,46812.03,0.2
ABC1136,CH,BBB,208252.53,0.2
ABC1137,CH,BBB,65325.45,0.2
ABC1138,CH,B,25568.99,0.2
ABC1139,CH,BB,89250.05,0.2
ABC1140,CH,AA,116329.61,0.2
ABC1141,CH,BBB,209499.05,0.2
ABC1142,CH,A,9132.34,0.2
ABC1143,CH,BBB,6399.56,0.2
ABC1144,CH,BBB,33423.6,0.2
ABC1145,CH,A,64331.71,0.2
ABC1146,CH,BBB,60380.97,0.2
ABC1147,CH,A,45908.43,0.2
ABC1148,CH,BB,56596.74,0.2
ABC1149,CH,BB,135614.73,0.2
ABC1150,CH,BB,77167.92,0.2
ABC1151,CH,B,41993.25,0.2
ABC1152,CH,BB,17064.18,0.2
ABC1153,CH,A,53826.01,0.2
ABC1154,CH,BBB,23533.04,0.2
ABC1155,CH,BB,99494.64,0.2
ABC1156,CH,BBB,11413.93,0.2
ABC1157,CH,BBB,201702.8,0.2
ABC1158,CH,BB,4753.03,0.2
ABC1159,CH,A,20674.97,0.2
ABC1160,CH,BBB,126535.34,0.2
ABC1161,CH,BBB,382710.47,0.2
ABC1162,CH,BB,114084.76,0.2
ABC1163,CH,BB,59822.87,0.2
ABC1164,CH,A,16958.09,0.2
ABC1165,CH,A,28467.66,0.2
ABC1166,CH,B,77423.16,0.2
ABC1167,CH,BB,49736.14,0.2
ABC1168,CH,BB,33041.96,0.2
ABC1169,CH,A,120869.44,0.2
ABC1170,CH,A,14571.91,0.2
ABC1171,CH,BBB,33547.38,0.2
ABC1172,CH,BB,55406.15,0.2
ABC1173,CH,BBB,210229.39,0.2
ABC1174,CH,A,42057.78,0.2
ABC1175,CH,BB,65511.9,0.2
ABC1176,CH,BBB,68650.36,0.2
ABC1177,CH,BBB,27842.09,0.2
ABC1178,CH,B,276643.09,0.2
ABC1179,CH,BBB,70862.7,0.2
ABC1180,CH,B,228658.87,0.2
ABC1181,CH,BBB,83039.27,0.2
ABC1182,CH,BBB,178561.89,0.2
ABC1183,CH,BBB,161782.12,0.2
ABC1184,CH,BBB,220287.4,0.2
ABC1185,CH,BBB,15547.82,0.2
ABC1186,CH,AA,19005.71,0.2
ABC1187,CH,BBB,241952.39,0.2
ABC1188,CH,BBB,96245.11,0.2
ABC1189,CH,BBB,166951.82,0.2
ABC1190,CH,AA,57279.56,0.2
ABC1191,CH,BB,16937.64,0.2
ABC1192,CH,BBB,37417.47,0.2
ABC1193,CH,BB,189480.24,0.2
ABC1194,CH,BB,8780.31,0.2
ABC1195,CH,BBB,89549.43,0.2
ABC1196,CH,BBB,62868.97,0.2
ABC1197,CH,BB,70118.31,0.2
ABC1198,CH,A,2839.2,0.2
ABC1199,CH,AA,114695.66,0.2
ABC1200,CH,BBB,178682.28,0.2
ABC1201,CH,BB,144219.56,0.2
ABC1202,CH,B,88019.63,0.2
ABC1203,CH,A,226648.1,0.2
ABC1204,CH,BBB,102761.55,0.2
ABC1205,CH,B,166334.37,0.2
ABC1206,CH,A,32980.53,0.2
ABC1207,CH,BBB,403355.33,0.2
ABC1208,CH,BB,87899.2,0.2
ABC1209,CH,A,5785.98,0.2
ABC1210,CH,BB,140628.07,0.2
ABC1211,CH,BBB,194266.64,0.2
ABC1212,CH,BB,55375.92,0.2
ABC1213,CH,BBB,78998.26,0.2
ABC1214,CH,BB,61565.9,0.2
ABC1215,CH,BBB,2267.87,0.2
ABC1216,CH,BBB,84939.29,0.2
ABC1217,CH,BBB,100100.4,0.2
ABC1218,CH,BBB,52998.27,0.2
ABC1219,CH,BB,71119.61,0.2
ABC1220,CH,A,36597.13,0.2
ABC1221,CH,A,138199.76,0.2
ABC1222,CH,BB,952.38,0.2
ABC1223,CH,BB,44983.9,0.2
ABC1224,CH,BB,37115.78,0.2
ABC1225,CH,BBB,197632.87,0.2
ABC1226,CH,A,46682.5,0.2
ABC1227,CH,A,67051.03,0.2
ABC1228,CH,BB,151.63,0.2
ABC1229,CH,B,145978.06,0.2
ABC1230,CH,A,8525.77,0.2
ABC1231,CH,A,13936.63,0.2
ABC1232,CH,BB,310030.29,0.2
ABC1233,CH,A,10082.97,0.2
ABC1234,CH,BB,76990.41,0.2
ABC1235,CH,BB,445150.55,0.2
ABC1236,CH,BBB,938.56,0.2
ABC1237,CH,BB,89049.41,0.2
ABC1238,CH,BB,36863.63,0.2
ABC1239,CH,A,25563.58,0.2
ABC1240,CH,BB,1956.84,0.2
ABC1241,CH,A,60665.66,0.2
ABC1242,CH,BBB,24867.24,0.2
ABC1243,CH,A,33716.71,0.2
ABC1244,CH,A,214827.04,0.2
ABC1245,CH,BBB,37552.86,0.2
ABC1246,CH,BB,101752.4,0.2
ABC1247,CH,BBB,18471.57,0.2
ABC1248,CH,BB,32581.24,0.2
ABC1249,CH,A,89587.54,0.2
ABC1250,CH,A,3846.18,0.2
ABC1251,CH,A,180268.96,0.2
ABC1252,CH,BB,4697.99,0.2
ABC1253,CH,A,3874.71,0.2
ABC1254,CH,BBB,2489.99,0.2
ABC1255,CH,BBB,18384.58,0.2
ABC1256,CH,BB,89311.37,0.2
ABC1257,CH,BB,28461.57,0.2
ABC1258,CH,A,61419.39,0.2
ABC1259,CH,A,68129.22,0.2
ABC1260,CH,BB,36866.92,0.2
ABC1261,CH,AA,178176.06,0.2
ABC1262,CH,BB,156572.13,0.2
ABC1263,CH,A,74874.56,0.2
ABC1264,CH,CCC,8542.96,0.2
ABC1265,CH,BB,339149.18,0.2
ABC1266,CH,AA,174385.45,0.2
ABC1267,CH,BBB,120649.69,0.2
ABC1268,CH,BB,86545.78,0.2
ABC1269,CH,B,31283.85,0.2
ABC1270,CH,A,19681.08,0.2
ABC1271,CH,BBB,46113.4,0.2
ABC1272,CH,BB,46716.26,0.2
ABC1273,CH,A,156709.77,0.2
ABC1274,CH,BB,9426.73,0.2
ABC1275,CH,BBB,65209.86,0.2
ABC1276,CH,AA,217011.59,0.2
ABC1277,CH,BBB,4006.22,0.2
ABC1278,CH,A,101475.98,0.2
ABC1279,CH,BBB,54424.34,0.2
ABC1280,CH,BB,42645.63,0.2
ABC1281,CH,BB,56072.23,0.2
ABC1282,CH,CCC,80893.63,0.2
ABC1283,CH,BB,17749.73,0.2
ABC1284,CH,AA,6546.81,0.2
ABC1285,CH,BBB,77726.09,0.2
ABC1286,CH,BBB,108706.04,0.2
ABC1287,CH,BBB,142292.56,0.2
ABC1288,CH,BBB,78238.76,0.2
ABC1289,CH,BB,54077.24,0.2
ABC1290,CH,BBB,70919.01,0.2
ABC1291,CH,BBB,34468.8,0.2
ABC1292,CH,BBB,9650.81,0.2
ABC1293,CH,BBB,88090.89,0.2
ABC1294,CH,BBB,64242.35,0.2
ABC1295,CH,BB,202046.71,0.2
ABC1296,CH,AA,131344.71,0.2
ABC1297,CH,BBB,160437.24,0.2
ABC1298,CH,BBB,273848.91,0.2
ABC1299,CH,AA,65836.75,0.2
ABC1300,CH,A,29997.28,0.2
ABC1301,CH,BB,5370.57,0.2
ABC1302,CH,BB,39174.91,0.2
ABC1303,CH,A,37450.77,0.2
ABC1304,CH,BBB,25988,0.2
ABC1305,CH,A,1329.43,0.2
ABC1306,CH,BBB,162319.26,0.2
ABC1307,CH,B,62259.1,0.2
ABC1308,CH,BB,34176.27,0.2
ABC1309,CH,AA,60919.19,0.2
ABC1310,CH,BB,31389.21,0.2
ABC1311,CH,BBB,283574.95,0.2
ABC1312,CH,CCC,49369.79,0.2
ABC1313,CH,BBB,43348.83,0.2
ABC1314,CH,BBB,14538.11,0.2
ABC1315,CH,BBB,34924.52,0.2
ABC1316,CH,BBB,260752.75,0.2
ABC1317,CH,BBB,64196.74,0.2
ABC1318,CH,A,210830.16,0.2
ABC1319,CH,A,115292.54,0.2
ABC1320,CH,A,52720.1,0.2
ABC1321,CH,BBB,197191.99,0.2
ABC1322,CH,BBB,92855.04,0.2
ABC1323,CH,B,22124.05,0.2
ABC1324,CH,BBB,4440.45,0.2
ABC1325,CH,BB,114101.17,0.2
ABC1326,CH,BB,63449.32,0.2
ABC1327,CH,A,48726.91,0.2
ABC1328,CH,BB,4396.72,0.2
ABC1329,CH,BBB,25209.34,0.2
ABC1330,CH,A,92146.6,0.2
ABC1331,CH,B,5960.57,0.2
ABC1332,CH,BB,81976.47,0.2
ABC1333,CH,A,8891.31,0.2
ABC1334,CH,BBB,212235.59,0.2
ABC1335,CH,BB,124461.68,0.2
ABC1336,CH,BBB,37636.99,0.2
ABC1337,CH,B,12749.27,0.2
ABC1338,CH,BBB,56216.56,0.2
ABC1339,CH,BBB,28006.49,0.2
ABC1340,CH,A,55613.35,0.2
ABC1341,CH,BBB,30252.12,0.2
ABC1342,CH,BBB,4796.26,0.2
ABC1343,CH,BB,4929.31,0.2
ABC1344,CH,A,36171.38,0.2
ABC1345,CH,BBB,36515.78,0.2
ABC1346,CH,A,30223.4,0.2
ABC1347,CH,BB,133478.57,0.2
ABC1348,CH,BBB,181919.74,0.2
ABC1349,CH,BBB,42059.23,0.2
ABC1350,CH,BBB,35175.33,0.2
ABC1351,CH,BBB,56327.61,0.2
ABC1352,CH,CCC,25030.98,0.2
ABC1353,CH,A,198018.28,0.2
ABC1354,CH,BBB,152789.51,0.2
ABC1355,CH,AA,380183.87,0.2
ABC1356,CH,A,2251.96,0.2
ABC1357,CH,AA,207991.14,0.2
ABC1358,CH,B,127545.36,0.2
ABC1359,CH,BB,217785.06,0.2
ABC1360,CH,BBB,99768.61,0.2
ABC1361,CH,BBB,40632.86,0.2
ABC1362,CH,BBB,47254.72,0.2
ABC1363,CH,BBB,1040.43,0.2
ABC1364,CH,BBB,11178.01,0.2
ABC1365,CH,BB,49675.96,0.2
ABC1366,CH,A,213790.91,0.2
